Address,ROI,Win Rate,Upside Capture,Downside Capture,Frequency,Sharpe Ratio,Sortino Ratio,Median Volume,Median PnL,Sum PnL
0x00f98baf21eed79164d1cf99eae6b4439b96dd46,0.1483122127984145,91.66666666666666,91.66666666666666,8.333333333333332,12,0.5850576139478358,nan,15259.04928428352,24.669070062257333,1892.0095480995615
0x09460d2e03502e39352f1311b3e7b00aff0f23da,0.9410782785607488,77.77777777777779,80.32786885245902,19.672131147540984,63,0.13091762487040487,0.11556965491708017,77713.8440544882,950.0960426040418,29697.31603980649
0x0a64f4d4c3b6ab684132d2397c4b377a12153599,0.032247662044501774,57.14285714285714,57.14285714285714,42.857142857142854,7,0.3978424725512609,3.5219879126984037,48939.75103569269,14.223549983756403,1165.2225566737814
0x0db1f475e841948777eaaa6519efeb6e4d01648c,0.05180031656405458,75.0,75.0,25.0,16,0.32312457536707967,2.0212299002910368,368629.73263867386,141.20123511353432,6235.427887768029
0x0f02c6a0fe82bf5b8eeb88bd9ca1053f3f735a0c,1.400312141145947,100.0,100.0,0.0,1,nan,nan,84983.46058633,1190.0337165563594,1190.0337165563594
0x0fbe3bed8bebabac54fdd1ad6243af0246501001,0.4021823940256018,65.625,65.625,34.375,32,0.23162636161431321,0.2555583710297679,431005.1196614418,1226.4796551560225,34663.81844339644
0x1119c4ce8f56d96a51b5a38260fede037c7126f5,6.028745625459938,100.0,100.0,0.0,5,402.84893290075934,nan,63999.99999999999,3862.827456005401,18984.305856528044
0x13a19fa4125a7f17937fb4570bf6a23917841376,10.234278510204575,100.0,100.0,0.0,1,nan,nan,20605.985911968066,2108.87398800433,2108.87398800433
0x153f2fde8dd32536337d8810f0245235df86d394,0.09987367786548655,74.39024390243902,74.84662576687117,25.153374233128833,164,0.09215756824047046,0.066395901498776,255176.81263365777,203.35452751589563,269833.6667755513
0x16b00db74167b7469dda63b674ca9a3b1b70c439,0.041977738286345684,59.105431309904155,59.67741935483871,40.32258064516129,313,0.2809011179983602,0.8244152310782407,28704.17521276242,9.967437131557757,24774.618473030037
0x1c5d638eae0796bfe9b830462f11d37c9052e99b,0.06443973246326565,80.0,80.0,20.0,60,-0.09469017224021264,-0.0673494768555363,266634.2718700605,136.78570903419626,2565.589786756469
0x1c6fcac5f0c84669cb1d7bfd6c1256beb9e471ea,3.5638826314708747,100.0,100.0,0.0,4,2.815858225972905,nan,28146.58799733244,647.5263890649502,2864.791317822119
0x1fe2151c6c5e722e418c49aafb3343d332153e8a,0.2684357836512629,100.0,100.0,0.0,4,1.1280754961402155,nan,850658.0510142947,2631.5220150522696,15448.56890187569
0x27b94e432798d23742c494b5c313874f5d7f5a9a,1.2017161526905744,100.0,100.0,0.0,3,6.481508615637328,nan,114238.72572670973,1762.708979866764,4036.1493425247672
0x2873423f30fafb91e65eef97920f41847e95bed1,-0.020854574103253313,47.31182795698925,47.56756756756757,52.43243243243243,186,0.09903414615429706,0.20877530313869597,259385.39638428434,-14.518962697185247,77223.05004802483
0x29c792a175627a15c60f5288e55d1cf7d95f2157,0.3153818839586748,95.45454545454545,95.45454545454545,4.545454545454546,22,0.6501144853987433,nan,24025.231968833465,71.70268431486517,4132.040297897641
0x2a06b8f467a65b1ec5bd1eaa18a95e6077e9216c,0.698020880294569,80.0,80.0,20.0,15,0.6178972284376409,3.0443257889197475,27818.22929235074,140.94985293362893,2149.3199549924057
0x2b37e88cd6feb98513dce07375ce3e991ffdb436,-0.023370867716794523,43.24324324324324,43.24324324324324,56.75675675675676,148,0.1227816105128979,0.32434969491071897,74727.13299724166,-14.84890993402038,4504.559982997835
0x2e0692a3d9097931e9b7ba47035c8ea4a388f747,-0.19130504267385284,20.0,20.0,80.0,15,-0.0876281063943177,-0.19194990549916394,11837.58721333289,-17.006342945287173,2650.8440529803843
0x2e2214a70e8a731fe39e2575e1c0084d090b01db,0.0007384015575350187,55.55555555555556,55.55555555555556,44.44444444444444,9,0.22811525579219324,1.0637855545411816,426261.2198040337,3.3508712644863574,6524.732759992923
0x311488d2300dd0bc1d55b1d85ac7a3d4d0e049f0,0.20968796550574292,83.33333333333334,83.33333333333334,16.666666666666664,6,1.0733021617609617,nan,965000.0,2044.9578096906534,10856.683983171955
0x31884c1a5934ba978f9b592dae89392ba6cd5eb9,0.16816442269766652,86.27450980392157,86.27450980392157,13.725490196078432,51,0.5165617859487931,0.523073110434188,2059820.8024018405,2584.7728400348187,282315.3159345685
0x33d84d2a77d850b13053a1496d25cc58b145aa13,1.6821313005947345,100.0,100.0,0.0,6,0.8694266776836826,nan,99999.99919999999,1729.0598503699152,17965.818232335347
0x37d42e5e07467dc4bd608e3c051d19e568ae13e6,0.23806141650286533,66.66666666666666,66.66666666666666,33.33333333333333,12,0.4176971322470616,1.9554427806329286,99343.36938993572,117.52225156195232,1564.7735965626903
