Address,ROI,Win Rate,Upside Capture,Downside Capture,Frequency,Sharpe Ratio,Sortino Ratio,Median Volume,Median PnL,Sum PnL
0xb62539ed64c28200430888450730ce93d6d5bce8,0.08713032,54.05405405,54.05405405,45.94594595,74,-0.10132304,-0.116213309,21160.65292,14.62956,-2888.655638
0xb6984a5cdd43af78f7770add4e674443c6e8942e,-0.097372117,44.44444444,44.44444444,55.55555556,225,-0.018437799,-0.037644915,128736.9646,-40.13437513,17774.98965
0xb7dc41706c8d093ab3c83aff6146438813a2946d,0.074391989,53.91705069,53.91705069,45.62211982,217,-0.002349934,-0.002634961,3027.5157,1.4632,-6706.515938
0xb80856ff048903f215d7bd03de991816bfa2096b,0.263226786,56.97674419,56.97674419,41.86046512,86,0.055077344,0.096013902,14858.26777,13.77318465,-2353.861083
0xb81d7892fa8605a55885592e5c78a294754d272a,0.032208162,51.66666667,51.66666667,48.33333333,60,0.175438753,0.469354887,16370.13081,2.958001624,11461.17749
0xc10291ca6d33563f3e60c978be5d5281a6e56de8,-0.142977443,42.0212766,42.0212766,57.9787234,188,0.10335386,0.155927023,1707.1,-2.2510125,283.8870812
0xc1839cea93bdfdf29e08ae3f351813fe7e89afb3,-0.147502653,41.25,41.25,58.75,80,-0.205322599,-0.213872672,13070.64803,-10.01266154,-5989.200403
0xc1a2f762f67af72fd05e79afa23f8358a4d7dbaf,0.751773407,69.51219512,69.51219512,30.48780488,82,0.188501091,0.289389921,490487.2902,1934.930365,41823.48
0xc2319e178e4dfc335fdff018fff01ae751b60dd6,-0.06359168,46.11111111,46.11111111,53.33333333,180,-0.207564979,-0.214806547,1090.640603,-0.182848614,-1709.600085
0xc28aa08b24b3e4702c58b61bf7f0ccfa3d0aa63c,0.305441058,55.40540541,55.40540541,44.59459459,74,0.229169217,0.383132309,18111.98153,37.18537,25225.92392
0xc2f409d7eb8e7f33474bc7ee55ddf98cfe54d828,0.197530864,57.59312321,57.59312321,42.40687679,349,0.114598159,0.136605532,872.2245,1.370614028,83.99766962
0xc56eaa77b5eea884d73ba874a207951aa8abf1b4,0.13897928,54.21686747,54.21686747,45.78313253,166,-0.17192686,-0.151998194,3753.92945,3.856621571,-1995.503086
0xc7748db7338cc106aeb041b59965d0101eda8636,0.44050056,68.57142857,68.57142857,31.42857143,70,0.224336143,0.361332648,143065.2875,403.519875,-41999.55716
0xc7ee7313c85ed76c5698529c37c24b9503256434,-0.110642892,36.17021277,36.17021277,63.82978723,94,-0.038872832,-0.069281301,10601.20473,-14.44217,-577.86658
0xc80858827b37155af2775e743f34894098e91b86,-0.067748383,44.75524476,44.75524476,55.24475524,143,0.021487113,0.029102896,5516.0248,-2.64231,438.7460251
0xc84c3fefdc10a3a888057aa5167fd2e9522eb21a,-0.126512651,46.86648501,46.86648501,52.86103542,367,-0.045720898,-0.113864159,6155.450232,-2.95539,-2930.946089
0xc982ec5717974aa424a4b0ff9c8c63dc9c85cf3a,0.21919992,65.26315789,65.26315789,34.73684211,95,0.020577699,0.023139483,9663.60576,17.09952,795.7368839
0xcaa3a240e49a54d812a4890f3a7a940ed0e67426,-0.375362218,40.38461538,40.38461538,59.61538462,52,-0.173489282,-0.187615061,27843.35243,-15.35922756,-645.8699268
0xcb11673592cc6c4b9584f33bbba6c6cf07dde3f7,-0.418691833,26.5,26.5,72.5,200,-0.207103556,-0.273935665,3299.81842,-9.57296483,-686.9037932
0xcc17b807c76d70db7ba4318101a2e29973746d2e,0.148793122,66.66666667,66.66666667,33.33333333,63,0.233489903,0.324097555,26772.05341,22.97670212,6783.017363
0xcff4d110af95166ca5046392979b0677f4a099bd,0.114545039,54.44444444,54.44444444,45.55555556,90,0.373783864,1.200767448,90320,103.31287,31851.92361
0xd072b9f0259bda9f98aef0986d6a0f7937b3a49e,-0.263555906,28.38427948,28.38427948,71.32459971,687,-0.114072578,-0.207183465,923.4214,-1.550371677,-675.7489397
0xd30394261e51cad00fe4479f6341127ec304561e,-0.63857987,1.169590643,1.169590643,98.83040936,171,-0.318396951,-1.73287866,1450.081659,-10.66829111,-1524.655425
0xd4ac35f8bd79d31c61d9704eabb3195185ec7b63,-0.291584599,33.09608541,33.09608541,66.90391459,281,0.115846411,0.452871035,13719.60357,-31.19691192,-2493.231585
0xd86f641e6f0ae2759158c9dadcccb29f398f40d3,-0.179999818,48.01587302,48.01587302,51.98412698,252,-0.026190958,-0.051184972,1020.659915,-0.64314,-167.6076033
0xd935d70db9cdfb8bcaa007dda769612938c67e47,-0.478607628,24.71264368,24.71264368,75.28735632,174,-0.144744544,-0.260897738,23287.58919,-42.38165,1075.694832
0xd979ffcae971bc45ab29e838a3c57a024814e05e,0.353776032,55.55555556,55.55555556,44.44444444,54,0.083103087,0.099321778,7990.364394,23.77265335,1167.335369
0xd9e884b2e1151140495b089fd6b07d0296616198,-0.50988868,21.58469945,21.58469945,78.41530055,366,-0.164604428,-0.426994881,21623.05588,-73.28025269,-18281.78715
0xdd4b0a3878f2298c8997486209ab162623981d54,-0.382576227,36.09467456,36.09467456,63.90532544,169,0.121527418,0.237722167,968.96475,-3.4083,-2744.644372
0xddddd7b8fe58a6a494b5b25ce87a0737b80e9934,-0.192478124,48,48,52,50,0.199057025,0.80323596,74300.06662,-15.94773623,-11247.87425
0xde6511f2b42e8878f357a1ae844d6505ac95ec50,0.313863655,75.30864198,75.30864198,24.69135802,243,0.222625368,0.205606775,148486.8886,472.21713,13052.70234
0xdef996fc10eacf6fafa503e30ff97d1a5c1751ab,-0.431759971,34.42622951,34.42622951,65.57377049,61,0.069777379,0.169330246,29895.84696,-63.47292,-8407.266329
0xdf0044722f11d88c603cc0e492204d6f4582b348,0.071099171,53.44827586,53.44827586,46.55172414,58,-0.202580824,-0.159778441,4456.737003,1.383993692,-607.5870166
0xe0ae8c3d3081d77849f7f9e4b96ee3b5ea478825,-0.073214099,46.3356974,46.3356974,53.19148936,423,0.021246894,0.027283837,6014.00944,-3.96168,-360.3854826
0xe18b0432196f1d36e75aabc2155ecd0330025f64,-0.502168899,37.19512195,37.19512195,62.80487805,164,-0.027969453,-0.048179496,13844.65966,-30.08342888,-15923.71254
0xe198ec8392b67449866b749be548e0ae36d75f5a,-0.229898655,28.42105263,28.42105263,71.57894737,95,-0.095992349,-0.177548868,12396.01579,-32.56242409,-5077.707467
0xe1afe0bb8b15139ca715c5787ab5198a30b98dbb,-0.267725712,33.97435897,33.97435897,66.02564103,156,-0.009376327,-0.024881712,10025.61527,-28.71133,-4010.137361
0xe2f2634b204507841e2498802af44c1778ee511c,-0.146953282,39.31623932,39.31623932,60.68376068,117,0.101519548,0.245185741,39629.30555,-41.07906,128.1915475
0xe39511d0ff82a450c17c3274cab6a6ff55e94007,0.502223177,72.91666667,72.91666667,27.08333333,144,-0.052930824,-0.036039311,4571.738485,14.05101089,-4852.479826
0xe3a738d9ae0db0d372b05af92643d763a4776025,-0.354964808,34.61538462,34.61538462,65.38461538,130,0.02354749,0.040588526,5198.610818,-13.93447678,-1600.70068
0xe3cc3b1d182d9f044ed8646614864a3bd1560615,-0.374089105,39.74358974,39.74358974,60.25641026,78,0.089756709,0.180404265,2140.159147,-7.585341931,581.5589779
0xe4201eaeb2f31d0d8321aef77936aa403a4ccc25,-0.143852442,38,38,62,50,-0.162160837,-0.232510082,26304.70399,-35.341485,-544.47665
0xe486a417d20531868734f7de94d1d6353470ba64,-0.325201786,33.42696629,33.42696629,66.29213483,356,0.020903452,0.111704113,4680.924172,-5.399883254,5535.072279
0xe5e71f5837a4b10f1ca13b119724afb9ca50fefe,-0.686699448,5.823293173,5.823293173,94.17670683,498,-0.044122431,-0.474845087,1476.922516,-10.45496508,-2094.370389
0xe60b2ce34bc4c118f373197050167489083679d5,-0.181806374,40.15748031,40.15748031,59.84251969,127,0.118258672,0.472054289,21790.69844,-17.1472,6763.8071
0xe854cdb790d7538de400c6e66ecb609c223c701e,0.024990629,55.0295858,55.0295858,43.78698225,169,-0.082137299,-0.069980733,89.172,0.0006,-1034.013396
0xe8d46499994f4cf0f80feea5cfc9d9d502985286,0.770033772,80.74534161,80.74534161,19.25465839,161,0.379890424,0.408488973,20200.81635,123.04062,-18063.73734
0xeab8b074ddfa11269042cce609948e030daf3d82,0.047036207,50.86705202,50.86705202,49.13294798,173,-0.062611354,-0.082642668,2835.69724,0.12896,-852.361775
0xec3445683a46ec6933f2cd9e07da10480d66ae68,0.142851312,58.73015873,58.73015873,41.26984127,63,-0.024056273,-0.02745323,4151.20443,5.716132605,171.7700512
0xec8a669d5038dc2ad5e345b17461b113cd809c40,0.480862368,79.48717949,79.48717949,20.51282051,117,0.42042158,0.568140482,37790.5497,117.7127492,9717.506013
0xed221b0aacb24a803c81985b4a8cd81562dd5c5a,-0.396661148,41.7721519,41.7721519,58.2278481,79,-0.253223074,-0.255236591,7575.23574,-22.4721,-1697.794884
0xee3655e2a7d368fae9d230cff494f11fc7638cfc,-0.35201733,34.34343434,34.34343434,65.65656566,99,-0.077349878,-0.12003635,140866.8804,-309.9381854,-6850.19567
0xefd0199657b444856e3259ed8e3c39ee43cf51dc,0.137653537,60,60,38.51851852,135,0.227640532,0.422448446,12880.86751,27.0634,-12020.73412
0xf0b519797723c6978b5cee3afcf44faa6dd37be3,0.098231827,59.63302752,59.63302752,40.36697248,109,0.287767533,0.54942941,48199.06534,54.05405,25875.54751
0xf0fba98ab360ffe9a8c4b3ab77c7d243f4560481,0.181169928,58.82352941,58.82352941,41.17647059,51,0.003081804,0.003573092,14733.09101,26.14222743,-1474.147172
0xf14662b6b7edfebe645d783afef03a6ce615dfe0,0.093081196,52.75590551,52.75590551,46.8503937,254,0.04470724,0.074330307,57331.73756,10.67778,2940.48862
0xf3ab5aab5f1672a8dcbda3e8159189b17aa43ba1,0.132471036,56.06060606,56.06060606,43.93939394,66,-0.149196251,-0.226619125,17442.00789,22.900805,-3600.188182
0xf420edd5daee20fe2acb097b10b55611cf140689,-0.177266867,25.42372881,25.42372881,74.57627119,59,-0.052822332,-0.195554109,46247.64424,-66.01176,-255.8704215
0xf87492a184755475c31fb1b0cfe52daa561803e7,-0.351550016,29.05982906,29.05982906,70.08547009,117,-0.229569642,-0.26058772,6313.54581,-21.83781,-1478.383542
0xf87b531cd7d3f63ef5c21e29d530fb6dd86056fe,0.151008943,62.02531646,62.02531646,37.97468354,158,0.15302033,0.257167054,24574.72554,25.348325,8117.253757
0xfa13d16c22316a2edfe929d97efaa2d4c09eb6e3,0.221961936,65.38461538,65.38461538,34.61538462,52,-0.026139403,-0.030789729,27615.98697,26.57682581,-932.392718
0xfade89cb80a7f5a98defc4c2320a39580162740e,-0.132455073,42.10526316,42.10526316,57.89473684,247,0.038001734,0.173419196,4202.7656,-3.7036,-687.8670049
0xfc963a93457c5644e51d955f3b2d3012e27ab3dd,-0.12529468,44.78114478,44.78114478,55.10662177,891,-0.201518381,-0.274406722,3702.654226,-1.765414818,-5492.244965
0xfd3627c50653d118f373c2ea53b3b6e17041cf67,-0.499735843,42.30769231,42.30769231,57.69230769,78,-0.146984206,-0.28607097,1150000,-2381.410498,-140256.026
0xff165207730fbed18fdf9573329c5ae51ba3056e,-0.146445814,47.25274725,47.25274725,52.74725275,182,-0.026964745,-0.059834773,6421.494455,-3.002572221,-1789.846238
0xffd3003a187d9951e49bda206f32a6e765360427,-0.059203162,48.19277108,48.19277108,51.80722892,166,0.138536181,0.494567103,755.2229034,-0.13434,-723.4310832
